device_id,device_type,location,timestamp,temperature,humidity,status
DEV028,humidity,愛知,2026-04-27 02:50:00,28.1,66.8,normal
DEV029,temperature,大阪,2026-04-27 02:50:00,29.9,41.4,N/A
DEV030,temperature,愛知,2026-04-27 02:50:00,24.7,60.0,normal
DEV001,vibration,東京,2026-04-27 02:55:00,19.1,44.7,normal
DEV002,temperature,愛知,2026-04-27 02:55:00,27.1,32.6,warning
DEV003,humidity,東京,2026-04-27 02:55:00,26.3,51.1,critical
DEV004,temperature,東京,2026-04-27 02:55:00,20.5,52.9,critical
DEV005,vibration,東京,2026-04-27 02:55:00,23.8,67.4,normal
DEV006,vibration,愛知,2026-04-27 02:55:00,28.2,53.0,N/A
DEV007,vibration,東京,2026-04-27 02:55:00,19.6,50.8,warning
DEV008,vibration,大阪,2026-04-27 02:55:00,20.2,58.3,normal
DEV009,temperature,東京,2026-04-27 02:55:00,,N/A,normal
DEV010,temperature,東京,2026-04-27 02:55:00,20.5,46.6,normal
DEV011,temperature,愛知,2026-04-27 02:55:00,24.7,30.5,normal
DEV012,vibration,東京,2026-04-27 02:55:00,21.1,42.0,critical
DEV013,vibration,東京,2026-04-27 02:55:00,18.1,43.7,N/A
DEV014,vibration,愛知,2026-04-27 02:55:00,18.3,43.2,normal
DEV015,vibration,愛知,2026-04-27 02:55:00,23.7,31.4,normal
DEV016,humidity,東京,2026-04-27 02:55:00,25.5,51.5,normal
DEV017,humidity,愛知,2026-04-27 02:55:00,27.8,32.2,critical
DEV018,humidity,東京,2026-04-27 02:55:00,26.7,51.4,normal
DEV019,temperature,愛知,2026-04-27 02:55:00,22.0,61.8,normal
DEV020,humidity,大阪,2026-04-27 02:55:00,21.4,,normal
DEV021,humidity,東京,2026-04-27 02:55:00,28.1,45.6,N/A
DEV022,temperature,大阪,2026-04-27 02:55:00,27.4,64.3,normal
DEV023,temperature,東京,2026-04-27 02:55:00,19.0,44.9,normal
DEV024,humidity,東京,2026-04-27 02:55:00,21.6,61.4,normal
DEV025,humidity,大阪,2026-04-27 02:55:00,23.3,N/A,warning
DEV026,vibration,大阪,2026-04-27 02:55:00,19.8,49.3,critical
DEV027,temperature,愛知,2026-04-27 02:55:00,21.9,33.9,critical
DEV028,humidity,愛知,2026-04-27 02:55:00,19.6,48.4,critical
DEV029,temperature,大阪,2026-04-27 02:55:00,21.7,,N/A
DEV030,temperature,愛知,2026-04-27 02:55:00,22.0,34.1,normal
DEV001,vibration,東京,2026-04-27 03:00:00,,55.6,normal
DEV002,temperature,愛知,2026-04-27 03:00:00,20.3,42.8,warning
DEV003,humidity,東京,2026-04-27 03:00:00,21.3,34.6,N/A
DEV004,temperature,東京,2026-04-27 03:00:00,19.2,52.0,normal
DEV005,vibration,東京,2026-04-27 03:00:00,26.5,39.8,normal
DEV006,vibration,愛知,2026-04-27 03:00:00,28.7,32.0,normal
DEV007,vibration,東京,2026-04-27 03:00:00,26.1,32.2,normal
DEV008,vibration,大阪,2026-04-27 03:00:00,26.5,55.2,warning
DEV009,temperature,東京,2026-04-27 03:00:00,21.7,58.5,critical
DEV010,temperature,東京,2026-04-27 03:00:00,29.1,52.7,normal
DEV011,temperature,愛知,2026-04-27 03:00:00,29.0,48.2,warning
DEV012,vibration,東京,2026-04-27 03:00:00,29.4,65.8,normal
DEV013,vibration,東京,2026-04-27 03:00:00,22.7,56.6,normal
DEV014,vibration,愛知,2026-04-27 03:00:00,18.4,44.1,warning
DEV015,vibration,愛知,2026-04-27 03:00:00,21.4,53.0,critical
DEV016,humidity,東京,2026-04-27 03:00:00,27.8,43.0,normal
DEV017,humidity,愛知,2026-04-27 03:00:00,24.4,46.5,N/A
DEV018,humidity,東京,2026-04-27 03:00:00,19.9,32.6,normal
DEV019,temperature,愛知,2026-04-27 03:00:00,25.1,47.4,normal
DEV020,humidity,大阪,2026-04-27 03:00:00,20.8,33.1,N/A
DEV021,humidity,東京,2026-04-27 03:00:00,19.4,43.0,normal
DEV022,temperature,大阪,2026-04-27 03:00:00,20.1,32.8,normal
DEV023,temperature,東京,2026-04-27 03:00:00,25.2,43.1,normal
DEV024,humidity,東京,2026-04-27 03:00:00,27.8,66.1,normal
DEV025,humidity,大阪,2026-04-27 03:00:00,25.9,41.7,N/A
DEV026,vibration,大阪,2026-04-27 03:00:00,20.3,42.7,N/A
DEV027,temperature,愛知,2026-04-27 03:00:00,26.2,67.5,normal
DEV028,humidity,愛知,2026-04-27 03:00:00,25.0,50.4,normal
DEV029,temperature,大阪,2026-04-27 03:00:00,18.7,68.7,normal
DEV030,temperature,愛知,2026-04-27 03:00:00,27.8,64.4,normal
DEV001,vibration,東京,2026-04-27 03:05:00,26.4,42.7,normal
DEV002,temperature,愛知,2026-04-27 03:05:00,23.2,36.9,normal
DEV003,humidity,東京,2026-04-27 03:05:00,22.6,63.6,normal
DEV004,temperature,東京,2026-04-27 03:05:00,28.5,30.5,normal
DEV005,vibration,東京,2026-04-27 03:05:00,28.6,69.0,normal
DEV006,vibration,愛知,2026-04-27 03:05:00,25.7,48.2,N/A
DEV007,vibration,東京,2026-04-27 03:05:00,25.5,47.0,warning
DEV008,vibration,大阪,2026-04-27 03:05:00,20.7,30.3,warning
DEV009,temperature,東京,2026-04-27 03:05:00,20.8,46.4,critical
DEV010,temperature,東京,2026-04-27 03:05:00,18.4,,warning
DEV011,temperature,愛知,2026-04-27 03:05:00,19.4,57.6,normal
DEV012,vibration,東京,2026-04-27 03:05:00,24.3,60.0,normal
DEV013,vibration,東京,2026-04-27 03:05:00,18.9,33.5,warning
DEV014,vibration,愛知,2026-04-27 03:05:00,26.0,57.4,critical
DEV015,vibration,愛知,2026-04-27 03:05:00,21.7,43.7,normal
DEV016,humidity,東京,2026-04-27 03:05:00,24.2,59.4,normal
DEV017,humidity,愛知,2026-04-27 03:05:00,29.7,36.7,N/A
DEV018,humidity,東京,2026-04-27 03:05:00,26.7,32.5,warning
DEV019,temperature,愛知,2026-04-27 03:05:00,24.9,41.7,N/A
DEV020,humidity,大阪,2026-04-27 03:05:00,,35.1,normal
DEV021,humidity,東京,2026-04-27 03:05:00,21.3,41.2,normal
DEV022,temperature,大阪,2026-04-27 03:05:00,,37.0,N/A
DEV023,temperature,東京,2026-04-27 03:05:00,25.9,37.0,normal
DEV024,humidity,東京,2026-04-27 03:05:00,27.6,43.7,normal
DEV025,humidity,大阪,2026-04-27 03:05:00,25.1,63.5,normal
DEV026,vibration,大阪,2026-04-27 03:05:00,20.9,55.5,normal
DEV027,temperature,愛知,2026-04-27 03:05:00,28.1,40.6,normal
DEV028,humidity,愛知,2026-04-27 03:05:00,23.6,49.1,critical
DEV029,temperature,大阪,2026-04-27 03:05:00,26.2,40.5,critical
DEV030,temperature,愛知,2026-04-27 03:05:00,18.1,48.0,normal
DEV001,vibration,東京,2026-04-27 03:10:00,26.2,,critical
DEV002,temperature,愛知,2026-04-27 03:10:00,29.5,66.7,normal
DEV003,humidity,東京,2026-04-27 03:10:00,21.2,56.2,normal
DEV004,temperature,東京,2026-04-27 03:10:00,26.1,56.9,normal
DEV005,vibration,東京,2026-04-27 03:10:00,26.1,42.5,normal
DEV006,vibration,愛知,2026-04-27 03:10:00,28.0,N/A,normal
DEV007,vibration,東京,2026-04-27 03:10:00,26.2,59.0,normal
DEV008,vibration,大阪,2026-04-27 03:10:00,18.3,67.5,normal
DEV009,temperature,東京,2026-04-27 03:10:00,25.7,34.8,N/A
DEV010,temperature,東京,2026-04-27 03:10:00,25.9,52.6,normal
DEV011,temperature,愛知,2026-04-27 03:10:00,26.3,48.7,normal
DEV012,vibration,東京,2026-04-27 03:10:00,29.1,47.1,normal
DEV013,vibration,東京,2026-04-27 03:10:00,27.4,32.5,normal
DEV014,vibration,愛知,2026-04-27 03:10:00,18.7,40.6,warning
DEV015,vibration,愛知,2026-04-27 03:10:00,29.8,45.7,warning
DEV016,humidity,東京,2026-04-27 03:10:00,24.5,54.6,normal
DEV017,humidity,愛知,2026-04-27 03:10:00,26.6,32.9,N/A
DEV018,humidity,東京,2026-04-27 03:10:00,27.3,N/A,warning
DEV019,temperature,愛知,2026-04-27 03:10:00,25.7,56.6,normal
DEV020,humidity,大阪,2026-04-27 03:10:00,22.0,30.1,warning
DEV021,humidity,東京,2026-04-27 03:10:00,22.8,62.5,normal
DEV022,temperature,大阪,2026-04-27 03:10:00,18.0,62.7,warning
DEV023,temperature,東京,2026-04-27 03:10:00,24.4,43.3,normal
DEV024,humidity,東京,2026-04-27 03:10:00,25.6,33.6,critical
DEV025,humidity,大阪,2026-04-27 03:10:00,22.1,60.4,normal
DEV026,vibration,大阪,2026-04-27 03:10:00,20.1,,normal
DEV027,temperature,愛知,2026-04-27 03:10:00,21.6,34.3,normal
DEV028,humidity,愛知,2026-04-27 03:10:00,28.6,37.6,normal
DEV029,temperature,大阪,2026-04-27 03:10:00,26.6,49.6,normal
DEV030,temperature,愛知,2026-04-27 03:10:00,25.7,68.6,warning
DEV001,vibration,東京,2026-04-27 03:15:00,18.2,43.5,normal
DEV002,temperature,愛知,2026-04-27 03:15:00,20.5,50.9,critical
DEV003,humidity,東京,2026-04-27 03:15:00,25.0,31.5,normal
DEV004,temperature,東京,2026-04-27 03:15:00,18.2,54.7,normal
DEV005,vibration,東京,2026-04-27 03:15:00,19.6,32.0,normal
DEV006,vibration,愛知,2026-04-27 03:15:00,19.2,63.4,normal
DEV007,vibration,東京,2026-04-27 03:15:00,19.3,62.0,normal
DEV008,vibration,大阪,2026-04-27 03:15:00,20.4,63.4,normal
DEV009,temperature,東京,2026-04-27 03:15:00,29.7,35.5,normal
DEV010,temperature,東京,2026-04-27 03:15:00,25.1,34.8,normal
DEV011,temperature,愛知,2026-04-27 03:15:00,20.0,36.6,normal
DEV012,vibration,東京,2026-04-27 03:15:00,18.5,63.9,N/A
DEV013,vibration,東京,2026-04-27 03:15:00,19.9,33.2,normal
DEV014,vibration,愛知,2026-04-27 03:15:00,19.1,65.5,normal
DEV015,vibration,愛知,2026-04-27 03:15:00,27.5,35.1,normal
DEV016,humidity,東京,2026-04-27 03:15:00,24.3,67.5,N/A
DEV017,humidity,愛知,2026-04-27 03:15:00,25.2,54.5,normal
DEV018,humidity,東京,2026-04-27 03:15:00,27.4,30.2,normal
DEV019,temperature,愛知,2026-04-27 03:15:00,29.8,54.8,critical
DEV020,humidity,大阪,2026-04-27 03:15:00,23.6,38.3,normal
DEV021,humidity,東京,2026-04-27 03:15:00,27.6,68.7,warning
DEV022,temperature,大阪,2026-04-27 03:15:00,19.9,32.2,normal
DEV023,temperature,東京,2026-04-27 03:15:00,23.2,62.2,warning
DEV024,humidity,東京,2026-04-27 03:15:00,999,67.0,normal
DEV025,humidity,大阪,2026-04-27 03:15:00,18.3,32.8,normal
DEV026,vibration,大阪,2026-04-27 03:15:00,25.1,38.0,normal
DEV027,temperature,愛知,2026-04-27 03:15:00,19.3,39.5,normal
DEV028,humidity,愛知,2026-04-27 03:15:00,22.5,48.8,warning
DEV029,temperature,大阪,2026-04-27 03:15:00,23.2,54.4,normal
DEV030,temperature,愛知,2026-04-27 03:15:00,19.6,55.3,normal
DEV001,vibration,東京,2026-04-27 03:20:00,19.5,32.4,normal
DEV002,temperature,愛知,2026-04-27 03:20:00,23.6,60.4,normal
DEV003,humidity,東京,2026-04-27 03:20:00,25.2,55.5,N/A
DEV004,temperature,東京,2026-04-27 03:20:00,24.9,39.2,normal
DEV005,vibration,東京,2026-04-27 03:20:00,23.9,53.7,warning
DEV006,vibration,愛知,2026-04-27 03:20:00,26.8,39.9,normal
DEV007,vibration,東京,2026-04-27 03:20:00,20.7,67.9,N/A
DEV008,vibration,大阪,2026-04-27 03:20:00,23.0,,warning
DEV009,temperature,東京,2026-04-27 03:20:00,24.1,45.8,normal
DEV010,temperature,東京,2026-04-27 03:20:00,20.9,30.5,normal
DEV011,temperature,愛知,2026-04-27 03:20:00,19.6,55.9,normal
DEV012,vibration,東京,2026-04-27 03:20:00,,36.5,warning
DEV013,vibration,東京,2026-04-27 03:20:00,27.0,N/A,warning
DEV014,vibration,愛知,2026-04-27 03:20:00,19.7,37.4,normal
DEV015,vibration,愛知,2026-04-27 03:20:00,26.4,N/A,normal
DEV016,humidity,東京,2026-04-27 03:20:00,26.3,41.9,normal
DEV017,humidity,愛知,2026-04-27 03:20:00,25.4,38.3,normal
DEV018,humidity,東京,2026-04-27 03:20:00,22.0,50.6,normal
DEV019,temperature,愛知,2026-04-27 03:20:00,19.3,54.8,normal
DEV020,humidity,大阪,2026-04-27 03:20:00,25.8,52.4,normal
DEV021,humidity,東京,2026-04-27 03:20:00,22.0,56.0,N/A
DEV022,temperature,大阪,2026-04-27 03:20:00,26.4,60.4,normal
DEV023,temperature,東京,2026-04-27 03:20:00,21.2,41.1,normal
DEV024,humidity,東京,2026-04-27 03:20:00,23.4,63.2,warning
DEV025,humidity,大阪,2026-04-27 03:20:00,26.1,41.7,N/A
DEV026,vibration,大阪,2026-04-27 03:20:00,26.1,69.1,normal
DEV027,temperature,愛知,2026-04-27 03:20:00,28.6,45.6,normal
DEV028,humidity,愛知,2026-04-27 03:20:00,29.5,41.0,normal
DEV029,temperature,大阪,2026-04-27 03:20:00,28.5,55.1,normal
DEV030,temperature,愛知,2026-04-27 03:20:00,26.2,49.0,normal
DEV001,vibration,東京,2026-04-27 03:25:00,25.7,32.5,normal
DEV002,temperature,愛知,2026-04-27 03:25:00,24.2,53.1,normal
DEV003,humidity,東京,2026-04-27 03:25:00,26.0,51.9,warning
DEV004,temperature,東京,2026-04-27 03:25:00,19.6,36.9,normal
DEV005,vibration,東京,2026-04-27 03:25:00,22.5,63.8,normal
DEV006,vibration,愛知,2026-04-27 03:25:00,23.5,67.0,critical
DEV007,vibration,東京,2026-04-27 03:25:00,29.7,57.7,normal
DEV008,vibration,大阪,2026-04-27 03:25:00,19.4,53.0,warning
DEV009,temperature,東京,2026-04-27 03:25:00,20.2,31.4,normal
DEV010,temperature,東京,2026-04-27 03:25:00,19.8,69.0,critical
DEV011,temperature,愛知,2026-04-27 03:25:00,29.0,50.0,normal
DEV012,vibration,東京,2026-04-27 03:25:00,29.1,68.8,critical
DEV013,vibration,東京,2026-04-27 03:25:00,22.0,49.0,normal
DEV014,vibration,愛知,2026-04-27 03:25:00,27.0,56.7,N/A
DEV015,vibration,愛知,2026-04-27 03:25:00,29.1,34.5,warning
DEV016,humidity,東京,2026-04-27 03:25:00,19.7,42.3,normal
DEV017,humidity,愛知,2026-04-27 03:25:00,20.6,43.1,N/A
DEV018,humidity,東京,2026-04-27 03:25:00,25.0,67.4,normal
DEV019,temperature,愛知,2026-04-27 03:25:00,19.0,57.1,normal
DEV020,humidity,大阪,2026-04-27 03:25:00,22.7,54.1,critical
DEV021,humidity,東京,2026-04-27 03:25:00,28.9,35.9,normal
DEV022,temperature,大阪,2026-04-27 03:25:00,22.5,44.1,warning
DEV023,temperature,東京,2026-04-27 03:25:00,19.1,47.8,normal
DEV024,humidity,東京,2026-04-27 03:25:00,21.5,68.8,normal
DEV025,humidity,大阪,2026-04-27 03:25:00,23.0,53.9,normal
DEV026,vibration,大阪,2026-04-27 03:25:00,23.7,69.5,normal
DEV027,temperature,愛知,2026-04-27 03:25:00,25.1,30.3,normal
DEV028,humidity,愛知,2026-04-27 03:25:00,24.7,60.2,normal
DEV029,temperature,大阪,2026-04-27 03:25:00,28.0,49.6,normal
DEV030,temperature,愛知,2026-04-27 03:25:00,21.6,48.5,normal
DEV001,vibration,東京,2026-04-27 03:30:00,19.8,55.6,warning
DEV002,temperature,愛知,2026-04-27 03:30:00,26.0,37.2,normal
DEV003,humidity,東京,2026-04-27 03:30:00,,49.7,normal
DEV004,temperature,東京,2026-04-27 03:30:00,22.3,47.4,normal
DEV005,vibration,東京,2026-04-27 03:30:00,23.7,34.8,critical
DEV006,vibration,愛知,2026-04-27 03:30:00,18.2,53.3,normal
DEV007,vibration,東京,2026-04-27 03:30:00,28.5,36.5,normal
DEV008,vibration,大阪,2026-04-27 03:30:00,25.6,31.9,normal
DEV009,temperature,東京,2026-04-27 03:30:00,29.2,60.7,normal
DEV010,temperature,東京,2026-04-27 03:30:00,25.2,42.9,normal
DEV011,temperature,愛知,2026-04-27 03:30:00,26.2,57.4,normal
DEV012,vibration,東京,2026-04-27 03:30:00,25.0,30.5,critical
DEV013,vibration,東京,2026-04-27 03:30:00,27.3,66.8,normal
DEV014,vibration,愛知,2026-04-27 03:30:00,19.9,37.5,critical
DEV015,vibration,愛知,2026-04-27 03:30:00,28.0,51.3,critical
DEV016,humidity,東京,2026-04-27 03:30:00,27.6,66.6,normal
DEV017,humidity,愛知,2026-04-27 03:30:00,29.1,42.5,normal
DEV018,humidity,東京,2026-04-27 03:30:00,23.3,50.9,normal
DEV019,temperature,愛知,2026-04-27 03:30:00,21.7,34.7,normal
DEV020,humidity,大阪,2026-04-27 03:30:00,19.7,35.0,normal
DEV021,humidity,東京,2026-04-27 03:30:00,23.1,34.5,normal
DEV022,temperature,大阪,2026-04-27 03:30:00,27.1,,normal
DEV023,temperature,東京,2026-04-27 03:30:00,999,53.7,warning
DEV024,humidity,東京,2026-04-27 03:30:00,21.0,56.7,normal
DEV025,humidity,大阪,2026-04-27 03:30:00,29.0,66.0,normal
DEV026,vibration,大阪,2026-04-27 03:30:00,18.4,59.8,normal
DEV027,temperature,愛知,2026-04-27 03:30:00,22.2,50.0,N/A
DEV028,humidity,愛知,2026-04-27 03:30:00,24.8,53.1,normal
DEV029,temperature,大阪,2026-04-27 03:30:00,26.6,36.9,critical
DEV030,temperature,愛知,2026-04-27 03:30:00,,67.0,critical
DEV001,vibration,東京,2026-04-27 03:35:00,23.7,37.4,normal
DEV002,temperature,愛知,2026-04-27 03:35:00,22.3,38.6,normal
DEV003,humidity,東京,2026-04-27 03:35:00,27.1,48.6,critical
DEV004,temperature,東京,2026-04-27 03:35:00,27.1,52.3,normal
DEV005,vibration,東京,2026-04-27 03:35:00,23.9,48.3,normal
DEV006,vibration,愛知,2026-04-27 03:35:00,28.1,46.3,normal
DEV007,vibration,東京,2026-04-27 03:35:00,18.8,49.0,normal
DEV008,vibration,大阪,2026-04-27 03:35:00,30.0,34.2,warning
DEV009,temperature,東京,2026-04-27 03:35:00,26.1,45.8,N/A
DEV010,temperature,東京,2026-04-27 03:35:00,26.9,36.7,normal
DEV011,temperature,愛知,2026-04-27 03:35:00,22.1,69.6,normal
DEV012,vibration,東京,2026-04-27 03:35:00,23.1,60.6,N/A
DEV013,vibration,東京,2026-04-27 03:35:00,27.1,67.7,normal
DEV014,vibration,愛知,2026-04-27 03:35:00,25.2,49.4,normal
DEV015,vibration,愛知,2026-04-27 03:35:00,23.5,49.6,normal
DEV016,humidity,東京,2026-04-27 03:35:00,19.6,32.1,normal
DEV017,humidity,愛知,2026-04-27 03:35:00,18.3,54.2,normal
DEV018,humidity,東京,2026-04-27 03:35:00,25.5,33.1,critical
DEV019,temperature,愛知,2026-04-27 03:35:00,27.5,56.5,warning
DEV020,humidity,大阪,2026-04-27 03:35:00,24.5,51.6,normal
DEV021,humidity,東京,2026-04-27 03:35:00,18.4,66.6,normal
DEV022,temperature,大阪,2026-04-27 03:35:00,28.2,31.4,normal
DEV023,temperature,東京,2026-04-27 03:35:00,28.3,58.2,warning
DEV024,humidity,東京,2026-04-27 03:35:00,21.7,60.6,N/A
DEV025,humidity,大阪,2026-04-27 03:35:00,25.9,52.9,warning
DEV026,vibration,大阪,2026-04-27 03:35:00,19.9,40.5,N/A
DEV027,temperature,愛知,2026-04-27 03:35:00,25.4,69.1,normal
DEV028,humidity,愛知,2026-04-27 03:35:00,25.1,44.7,N/A
DEV029,temperature,大阪,2026-04-27 03:35:00,,43.7,normal
DEV030,temperature,愛知,2026-04-27 03:35:00,29.9,32.3,normal
DEV001,vibration,東京,2026-04-27 03:40:00,25.8,66.4,normal
DEV002,temperature,愛知,2026-04-27 03:40:00,19.4,51.5,normal
DEV003,humidity,東京,2026-04-27 03:40:00,28.4,66.1,normal
DEV004,temperature,東京,2026-04-27 03:40:00,,30.9,normal
DEV005,vibration,東京,2026-04-27 03:40:00,22.7,62.3,normal
DEV006,vibration,愛知,2026-04-27 03:40:00,20.5,62.5,normal
DEV007,vibration,東京,2026-04-27 03:40:00,21.6,38.1,normal
DEV008,vibration,大阪,2026-04-27 03:40:00,24.4,31.9,N/A
DEV009,temperature,東京,2026-04-27 03:40:00,20.7,33.7,N/A
DEV010,temperature,東京,2026-04-27 03:40:00,22.0,62.0,warning
DEV011,temperature,愛知,2026-04-27 03:40:00,22.2,62.9,critical
DEV012,vibration,東京,2026-04-27 03:40:00,23.2,38.0,normal
DEV013,vibration,東京,2026-04-27 03:40:00,24.2,51.9,normal
DEV014,vibration,愛知,2026-04-27 03:40:00,24.2,50.0,warning
DEV015,vibration,愛知,2026-04-27 03:40:00,25.7,64.1,normal
DEV016,humidity,東京,2026-04-27 03:40:00,26.7,38.0,warning
DEV017,humidity,愛知,2026-04-27 03:40:00,19.8,42.0,normal
DEV018,humidity,東京,2026-04-27 03:40:00,28.3,55.4,normal
DEV019,temperature,愛知,2026-04-27 03:40:00,21.4,57.5,normal
DEV020,humidity,大阪,2026-04-27 03:40:00,19.4,39.8,normal
DEV021,humidity,東京,2026-04-27 03:40:00,24.7,55.9,normal
DEV022,temperature,大阪,2026-04-27 03:40:00,21.3,N/A,normal
DEV023,temperature,東京,2026-04-27 03:40:00,20.1,68.6,warning
DEV024,humidity,東京,2026-04-27 03:40:00,18.7,42.6,normal
DEV025,humidity,大阪,2026-04-27 03:40:00,28.8,44.5,normal
DEV026,vibration,大阪,2026-04-27 03:40:00,28.1,39.4,N/A
DEV027,temperature,愛知,2026-04-27 03:40:00,29.2,63.2,critical
DEV028,humidity,愛知,2026-04-27 03:40:00,28.6,34.9,normal
DEV029,temperature,大阪,2026-04-27 03:40:00,25.0,59.9,normal
DEV030,temperature,愛知,2026-04-27 03:40:00,20.6,38.6,normal
DEV001,vibration,東京,2026-04-27 03:45:00,21.1,49.6,normal
DEV002,temperature,愛知,2026-04-27 03:45:00,19.4,49.0,normal
DEV003,humidity,東京,2026-04-27 03:45:00,28.6,44.5,normal
DEV004,temperature,東京,2026-04-27 03:45:00,18.3,54.2,normal
DEV005,vibration,東京,2026-04-27 03:45:00,27.5,52.1,normal
DEV006,vibration,愛知,2026-04-27 03:45:00,26.4,57.4,critical
DEV007,vibration,東京,2026-04-27 03:45:00,28.3,66.4,normal
DEV008,vibration,大阪,2026-04-27 03:45:00,29.0,67.5,normal
DEV009,temperature,東京,2026-04-27 03:45:00,28.3,47.6,normal
DEV010,temperature,東京,2026-04-27 03:45:00,27.2,31.4,normal
DEV011,temperature,愛知,2026-04-27 03:45:00,29.3,46.5,normal
DEV012,vibration,東京,2026-04-27 03:45:00,28.5,63.0,normal
DEV013,vibration,東京,2026-04-27 03:45:00,22.2,62.5,normal
DEV014,vibration,愛知,2026-04-27 03:45:00,18.3,55.7,warning
DEV015,vibration,愛知,2026-04-27 03:45:00,19.6,55.1,normal
DEV016,humidity,東京,2026-04-27 03:45:00,19.3,58.5,normal
DEV017,humidity,愛知,2026-04-27 03:45:00,26.2,42.8,warning
DEV018,humidity,東京,2026-04-27 03:45:00,19.6,53.7,normal
DEV019,temperature,愛知,2026-04-27 03:45:00,20.4,37.3,normal
DEV020,humidity,大阪,2026-04-27 03:45:00,28.6,67.9,critical
DEV021,humidity,東京,2026-04-27 03:45:00,25.5,69.0,normal
DEV022,temperature,大阪,2026-04-27 03:45:00,28.2,,N/A
DEV023,temperature,東京,2026-04-27 03:45:00,21.1,44.7,N/A
DEV024,humidity,東京,2026-04-27 03:45:00,26.6,66.8,warning
DEV025,humidity,大阪,2026-04-27 03:45:00,23.9,38.1,normal
DEV026,vibration,大阪,2026-04-27 03:45:00,23.9,64.3,N/A
DEV027,temperature,愛知,2026-04-27 03:45:00,27.9,37.6,normal
DEV028,humidity,愛知,2026-04-27 03:45:00,19.8,40.5,N/A
DEV029,temperature,大阪,2026-04-27 03:45:00,21.0,55.9,normal
DEV030,temperature,愛知,2026-04-27 03:45:00,,42.9,normal
DEV001,vibration,東京,2026-04-27 03:50:00,26.6,59.4,normal
DEV002,temperature,愛知,2026-04-27 03:50:00,24.7,67.2,warning
DEV003,humidity,東京,2026-04-27 03:50:00,30.0,68.7,N/A
DEV004,temperature,東京,2026-04-27 03:50:00,27.7,N/A,critical
DEV005,vibration,東京,2026-04-27 03:50:00,21.6,44.8,critical
DEV006,vibration,愛知,2026-04-27 03:50:00,999,36.8,warning
DEV007,vibration,東京,2026-04-27 03:50:00,28.5,42.7,critical
DEV008,vibration,大阪,2026-04-27 03:50:00,21.1,69.1,warning
DEV009,temperature,東京,2026-04-27 03:50:00,28.0,67.0,normal
DEV010,temperature,東京,2026-04-27 03:50:00,21.2,67.1,critical
DEV011,temperature,愛知,2026-04-27 03:50:00,28.7,69.8,normal
DEV012,vibration,東京,2026-04-27 03:50:00,29.1,47.6,normal
DEV013,vibration,東京,2026-04-27 03:50:00,20.8,,normal
DEV014,vibration,愛知,2026-04-27 03:50:00,23.6,65.8,warning
DEV015,vibration,愛知,2026-04-27 03:50:00,999,58.4,warning
DEV016,humidity,東京,2026-04-27 03:50:00,19.3,35.9,normal
DEV017,humidity,愛知,2026-04-27 03:50:00,28.4,36.7,critical
DEV018,humidity,東京,2026-04-27 03:50:00,24.8,38.5,normal
DEV019,temperature,愛知,2026-04-27 03:50:00,24.8,33.1,warning
DEV020,humidity,大阪,2026-04-27 03:50:00,28.6,N/A,normal
DEV021,humidity,東京,2026-04-27 03:50:00,25.1,63.5,normal
DEV022,temperature,大阪,2026-04-27 03:50:00,,58.3,warning
DEV023,temperature,東京,2026-04-27 03:50:00,29.5,30.2,normal
DEV024,humidity,東京,2026-04-27 03:50:00,29.4,59.3,N/A
DEV025,humidity,大阪,2026-04-27 03:50:00,28.4,41.3,normal
DEV026,vibration,大阪,2026-04-27 03:50:00,24.6,33.7,normal
DEV027,temperature,愛知,2026-04-27 03:50:00,29.6,33.6,normal
DEV028,humidity,愛知,2026-04-27 03:50:00,27.4,60.1,normal
DEV029,temperature,大阪,2026-04-27 03:50:00,23.9,62.3,normal
DEV030,temperature,愛知,2026-04-27 03:50:00,25.2,33.8,normal
DEV001,vibration,東京,2026-04-27 03:55:00,23.9,49.1,N/A
DEV002,temperature,愛知,2026-04-27 03:55:00,19.1,44.7,normal
DEV003,humidity,東京,2026-04-27 03:55:00,23.1,,normal
DEV004,temperature,東京,2026-04-27 03:55:00,26.1,58.5,warning
DEV005,vibration,東京,2026-04-27 03:55:00,25.8,48.7,normal
DEV006,vibration,愛知,2026-04-27 03:55:00,23.7,35.1,normal
DEV007,vibration,東京,2026-04-27 03:55:00,24.3,31.9,normal
DEV008,vibration,大阪,2026-04-27 03:55:00,24.2,46.5,warning
DEV009,temperature,東京,2026-04-27 03:55:00,24.8,40.2,normal
DEV010,temperature,東京,2026-04-27 03:55:00,18.2,48.5,normal
DEV011,temperature,愛知,2026-04-27 03:55:00,18.5,58.2,normal
DEV012,vibration,東京,2026-04-27 03:55:00,23.5,55.0,normal
DEV013,vibration,東京,2026-04-27 03:55:00,29.0,38.4,normal
DEV014,vibration,愛知,2026-04-27 03:55:00,25.2,34.3,critical
DEV015,vibration,愛知,2026-04-27 03:55:00,,30.5,warning
DEV016,humidity,東京,2026-04-27 03:55:00,22.9,59.8,warning
DEV017,humidity,愛知,2026-04-27 03:55:00,27.8,57.6,normal
DEV018,humidity,東京,2026-04-27 03:55:00,19.1,37.6,normal
DEV019,temperature,愛知,2026-04-27 03:55:00,20.3,N/A,warning
DEV020,humidity,大阪,2026-04-27 03:55:00,25.8,55.0,critical
